ID,GEO_POINT_2D,GEO_SHAPE,NAME,ETICHETTA,NOTETESTO,NUMEROANTICO,NUMEROMODERNO,LINK1,LINK2,LINK3,PIANI,ARCATE,ARCHITRAVATE,ARCHITRAVATE_CON_COLONNE_DI_LEGNO,ARCHIVOLTI,MODIGLIONI,MENSOLONI_ARCHITRAVATI,STALLA_E,FIENILE_I,RIMESSA_E,SCUDERIA_E,ATTIVITA_COMMERCIALI_PRODUTTIVE_1,ATTIVITA_COMMERCIALI_PRODUTTIVE_2,ATTIVITA_COMMERCIALI_PRODUTTIVE_3,ATTIVITA_COMMERCIALI_PRODUTTIVE_4,ATTIVITA_COMMERCIALI_PRODUTTIVE_5
305,"44.4869606295, 11.3484333551","{""type"": ""Polygon"", ""coordinates"": [[[11.348392, 44.487042, 0], [11.348345, 44.486877, 0], [11.348434, 44.486862, 0], [11.348453, 44.486936, 0], [11.348507, 44.486932, 0], [11.348534, 44.487023, 0], [11.348467, 44.487036, 0], [11.348392, 44.487042, 0]]]}",-,Casa,-,276,1,http://www.originebologna.com/strade/borgo-orfeo/n-276,-,-,1,-,-,-,-,-,-,-,-,-,-,Bottega,-,-,-,-
306,"44.4867380345, 11.3492898436","{""type"": ""Polygon"", ""coordinates"": [[[11.349275, 44.486866, 0], [11.349215, 44.486691, 0], [11.349188, 44.486653, 0], [11.349231, 44.486635, 0], [11.34921, 44.486585, 0], [11.349253, 44.486568, 0], [11.349317, 44.486673, 0], [11.349275, 44.486687, 0], [11.349299, 44.486741, 0], [11.349352, 44.486728, 0], [11.349413, 44.486837, 0], [11.349275, 44.486866, 0]]]}",-,Casa,-,267,15,http://www.originebologna.com/strade/borgo-orfeo/n-267,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
307,"44.4869866932, 11.3495037985","{""type"": ""Polygon"", ""coordinates"": [[[11.349392, 44.486897, 0], [11.349487, 44.486874, 0], [11.349616, 44.487088, 0], [11.349542, 44.48711, 0], [11.349499, 44.487032, 0], [11.349479, 44.487038, 0], [11.349394, 44.486904, 0], [11.349392, 44.486897, 0]]]}",-,Casa,-,185,18,http://www.originebologna.com/strade/borgo-orfeo/n-185,-,-,2,-,2,-,-,-,-,-,-,-,-,Falegname,Bottega,-,-,-
308,"44.4912540611, 11.349956599","{""type"": ""Polygon"", ""coordinates"": [[[11.350089, 44.491293, 0], [11.349955, 44.491363, 0], [11.349898, 44.491317, 0], [11.349923, 44.491294, 0], [11.349825, 44.491213, 0], [11.34994, 44.491142, 0], [11.350089, 44.491293, 0]]]}",-,Casa,-,846,21/2,http://www.originebologna.com/strade/borgo-nuovo/n-846-845-844,-,-,-,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-
309,"44.4916296837, 11.3499827758","{""type"": ""Polygon"", ""coordinates"": [[[11.350233, 44.491477, 0], [11.350273, 44.491523, 0], [11.350099, 44.491592, 0], [11.349943, 44.491651, 0], [11.349955, 44.49168, 0], [11.349981, 44.491712, 0], [11.349847, 44.491761, 0], [11.34977, 44.491668, 0], [11.349983, 44.491581, 0], [11.35, 44.491605, 0], [11.350095, 44.491567, 0], [11.35008, 44.491552, 0], [11.350233, 44.491477, 0]]]}",-,Casa,-,843,17,http://www.originebologna.com/strade/borgo-nuovo/n-843,-,-,2,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
310,"44.4917282187, 11.3507261258","{""type"": ""Polygon"", ""coordinates"": [[[11.350595, 44.491839, 0], [11.350528, 44.491729, 0], [11.35075, 44.491656, 0], [11.350776, 44.491649, 0], [11.350877, 44.491615, 0], [11.350952, 44.491727, 0], [11.350856, 44.491757, 0], [11.35082, 44.4917, 0], [11.350859, 44.491686, 0], [11.350836, 44.491654, 0], [11.350772, 44.491678, 0], [11.350791, 44.491711, 0], [11.350749, 44.491727, 0], [11.350779, 44.491781, 0], [11.350728, 44.491795, 0], [11.350595, 44.491839, 0]]]}",-,Casa,-,"830,831",6 via Borgonuovo,http://www.originebologna.com/strade/borgo-nuovo/n-831,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
311,"44.4916520946, 11.3505838462","{""type"": ""Polygon"", ""coordinates"": [[[11.350528, 44.491729, 0], [11.350458, 44.491626, 0], [11.35059, 44.491589, 0], [11.35063, 44.491576, 0], [11.350684, 44.491659, 0], [11.350738, 44.49164, 0], [11.35075, 44.491656, 0], [11.350696, 44.491674, 0], [11.350528, 44.491729, 0]]]}",-,Casa,-,829,6/2,http://www.originebologna.com/strade/borgo-nuovo/n-829,-,-,1,1,2,-,-,-,-,-,1,-,-,-,-,-,-,-
312,"44.4915825038, 11.3505070582","{""type"": ""Polygon"", ""coordinates"": [[[11.350422, 44.491578, 0], [11.350557, 44.491538, 0], [11.35059, 44.491589, 0], [11.350458, 44.491626, 0], [11.350422, 44.491578, 0]]]}",-,Casa,-,828,8,http://www.originebologna.com/strade/borgo-nuovo/n-828,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
313,"44.4910882677, 11.3503323686","{""type"": ""Polygon"", ""coordinates"": [[[11.350085, 44.491163, 0], [11.35048, 44.490952, 0], [11.350544, 44.491062, 0], [11.350396, 44.491134, 0], [11.35035, 44.491082, 0], [11.350284, 44.491113, 0], [11.350312, 44.491146, 0], [11.350292, 44.491157, 0], [11.350142, 44.49122, 0], [11.350085, 44.491163, 0]]]}",-,Casa,-,825,"14 via Borgonuovo, 15 vicolo Posterla",http://www.originebologna.com/strade/borgo-nuovo/n-825,-,-,2,2,-,-,-,-,-,-,-,-,-,Sellaro,-,-,-,-
314,"44.498715401, 11.3484162281","{""type"": ""Polygon"", ""coordinates"": [[[11.348284, 44.498851, 0], [11.348201, 44.498732, 0], [11.348689, 44.498553, 0], [11.348707, 44.498604, 0], [11.348616, 44.49864, 0], [11.348606, 44.498627, 0], [11.348456, 44.49868, 0], [11.348512, 44.498772, 0], [11.348284, 44.498851, 0]]]}",-,Casa,-,"2448,2447",9,http://www.originebologna.com/strade/borgo-di-san-pietro/n-2448,-,-,-,-,3,-,-,-,-,-,1,-,-,-,-,-,-,-
315,"44.4996578081, 11.3485418736","{""type"": ""Polygon"", ""coordinates"": [[[11.348646, 44.499601, 0], [11.34867, 44.499639, 0], [11.348512, 44.499686, 0], [11.348518, 44.499697, 0], [11.348457, 44.499716, 0], [11.348421, 44.499666, 0], [11.348467, 44.499652, 0], [11.348471, 44.49966, 0], [11.348646, 44.499601, 0]]]}",-,Casa,-,2319,44,http://www.originebologna.com/strade/borgo-di-san-pietro/n-2319,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316,"44.4992969267, 11.3481894329","{""type"": ""Polygon"", ""coordinates"": [[[11.34841, 44.499246, 0], [11.348091, 44.499354, 0], [11.348078, 44.499329, 0], [11.348052, 44.499342, 0], [11.348066, 44.499365, 0], [11.347987, 44.499393, 0], [11.347965, 44.499348, 0], [11.34798, 44.499345, 0], [11.348382, 44.499207, 0], [11.34841, 44.499246, 0]]]}",-,Casa,-,2310,26,http://www.originebologna.com/strade/borgo-di-san-pietro/n-2310,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
317,"44.4991813068, 11.347963413","{""type"": ""Polygon"", ""coordinates"": [[[11.348245, 44.498992, 0], [11.348341, 44.499139, 0], [11.348122, 44.499219, 0], [11.34805, 44.499101, 0], [11.348011, 44.499113, 0], [11.348082, 44.499229, 0], [11.347942, 44.499283, 0], [11.347691, 44.499367, 0], [11.347596, 44.499218, 0], [11.347662, 44.499195, 0], [11.347789, 44.499153, 0], [11.347965, 44.49909, 0], [11.348041, 44.499066, 0], [11.348245, 44.498992, 0]]]}","Casa, gia' convento delle Carmelitane di S.Martino",Casa,-,"2307,2308,2309","20,22",http://www.originebologna.com/strade/borgo-di-san-pietro/n-2307-2308,-,-,1,4,-,-,-,-,-,-,-,-,-,Falegname,-,-,-,-
318,"44.4987339297, 11.3477897597","{""type"": ""Polygon"", ""coordinates"": [[[11.348015, 44.498638, 0], [11.348039, 44.498667, 0], [11.347838, 44.498739, 0], [11.347826, 44.498727, 0], [11.347775, 44.498745, 0], [11.34778, 44.498759, 0], [11.347592, 44.498828, 0], [11.347555, 44.498793, 0], [11.347673, 44.498752, 0], [11.348015, 44.498638, 0]]]}",-,Casa,-,2302,10,http://www.originebologna.com/strade/borgo-di-san-pietro/n-2303,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
319,"44.4884877776, 11.3422334193","{""type"": ""Polygon"", ""coordinates"": [[[11.342214, 44.488573, 0], [11.342159, 44.488438, 0], [11.342143, 44.488391, 0], [11.342157, 44.488387, 0], [11.342181, 44.488435, 0], [11.342241, 44.488423, 0], [11.342225, 44.488378, 0], [11.342243, 44.488375, 0], [11.342315, 44.488561, 0], [11.342214, 44.488573, 0]]]}",-,Casa,-,748,33,http://www.originebologna.com/strade/borgo-delle-tovaglie/n-748,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
320,"44.4884381224, 11.3423582171","{""type"": ""Polygon"", ""coordinates"": [[[11.34237, 44.488554, 0], [11.342305, 44.488377, 0], [11.342355, 44.488372, 0], [11.342345, 44.488336, 0], [11.342293, 44.488343, 0], [11.342283, 44.488316, 0], [11.342346, 44.488308, 0], [11.342422, 44.488548, 0], [11.34237, 44.488554, 0]]]}",-,Casa,-,746,35,http://www.originebologna.com/strade/borgo-delle-tovaglie/n-746,-,-,2,1,-,-,-,-,-,-,-,-,-,Calzolaio,-,-,-,-
321,"44.4978578968, 11.3498433599","{""type"": ""Polygon"", ""coordinates"": [[[11.349668, 44.497724, 0], [11.349786, 44.497722, 0], [11.350028, 44.497734, 0], [11.350054, 44.497929, 0], [11.350021, 44.497931, 0], [11.350014, 44.497895, 0], [11.34991, 44.4979, 0], [11.349932, 44.498014, 0], [11.349703, 44.498024, 0], [11.349668, 44.497724, 0]]]}",-,Casa,-,2865,14,http://www.originebologna.com/strade/borgo-della-paglia/n-2865-2866,-,-,2,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
322,"44.4979995172, 11.3511552994","{""type"": ""Polygon"", ""coordinates"": [[[11.351066, 44.497846, 0], [11.351193, 44.497854, 0], [11.351239, 44.498074, 0], [11.351255, 44.498126, 0], [11.351156, 44.498136, 0], [11.351169, 44.498185, 0], [11.351143, 44.498187, 0], [11.351101, 44.498074, 0], [11.351066, 44.497846, 0]]]}",-,Casa,-,2856,30,http://www.originebologna.com/strade/borgo-della-paglia/n-2856,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
323,"44.4980163813, 11.3521821775","{""type"": ""Polygon"", ""coordinates"": [[[11.352171, 44.497864, 0], [11.352267, 44.498186, 0], [11.352232, 44.498191, 0], [11.352205, 44.498117, 0], [11.35217, 44.498122, 0], [11.352105, 44.497871, 0], [11.352171, 44.497864, 0]]]}",-,Casa,-,2847,46,http://www.originebologna.com/strade/borgo-della-paglia/n-2845-2846-2847,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
324,"44.4874008515, 11.3475530122","{""type"": ""Polygon"", ""coordinates"": [[[11.347514, 44.487307, 0], [11.347596, 44.487298, 0], [11.347634, 44.487516, 0], [11.347535, 44.487521, 0], [11.347525, 44.487399, 0], [11.347465, 44.487402, 0], [11.347454, 44.487312, 0], [11.347514, 44.487307, 0]]]}",-,Casa,-,669,5,http://www.originebologna.com/strade/borgo-degli-arienti/n-669,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
325,"44.4872431537, 11.3458064551","{""type"": ""Polygon"", ""coordinates"": [[[11.345834, 44.487413, 0], [11.345696, 44.487097, 0], [11.345787, 44.48708, 0], [11.345914, 44.487394, 0], [11.345834, 44.487413, 0]]]}",-,Casa,-,644,38/3,http://www.originebologna.com/strade/borgo-degli-arienti/n-644,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
326,"44.4983248692, 11.3456970977","{""type"": ""Polygon"", ""coordinates"": [[[11.345692, 44.49841, 0], [11.34568, 44.498355, 0], [11.345638, 44.498361, 0], [11.345622, 44.498234, 0], [11.345694, 44.498227, 0], [11.345717, 44.498337, 0], [11.345782, 44.498328, 0], [11.345803, 44.498385, 0], [11.345732, 44.498395, 0], [11.34574, 44.498414, 0], [11.345692, 44.49841, 0]]]}",-,Casa,-,1917,16,http://www.originebologna.com/strade/bertiera-coperta/n-1917,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
327,"44.4985577791, 11.3446074308","{""type"": ""Polygon"", ""coordinates"": [[[11.344603, 44.498684, 0], [11.344541, 44.49843, 0], [11.344604, 44.498419, 0], [11.34463, 44.498502, 0], [11.344567, 44.498512, 0], [11.344573, 44.49855, 0], [11.344639, 44.498539, 0], [11.344674, 44.498673, 0], [11.344603, 44.498684, 0]]]}",-,Casa,-,1876,8,http://www.originebologna.com/strade/bertiera-coperta/n-1876-1877,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
328,"44.498532386, 11.3447218831","{""type"": ""Polygon"", ""coordinates"": [[[11.344604, 44.498419, 0], [11.344749, 44.498394, 0], [11.344855, 44.498621, 0], [11.344754, 44.498646, 0], [11.344756, 44.498655, 0], [11.344674, 44.498673, 0], [11.344639, 44.498539, 0], [11.34463, 44.498502, 0], [11.344604, 44.498419, 0]]]}",-,Casa,-,1877,10,http://www.originebologna.com/strade/bertiera-coperta/n-1876-1877,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
329,"44.4985939376, 11.3443738585","{""type"": ""Polygon"", ""coordinates"": [[[11.344376, 44.498457, 0], [11.34441, 44.498579, 0], [11.344363, 44.498587, 0], [11.344378, 44.498647, 0], [11.34443, 44.49864, 0], [11.344446, 44.498726, 0], [11.344378, 44.498736, 0], [11.344343, 44.498613, 0], [11.344305, 44.49847, 0], [11.344376, 44.498457, 0]]]}",-,Casa,-,1873,4,http://www.originebologna.com/strade/bertiera-coperta/n-1873-1874-1875,-,-,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
330,"44.4988320151, 11.3466873182","{""type"": ""Polygon"", ""coordinates"": [[[11.346565, 44.498822, 0], [11.346765, 44.498754, 0], [11.346806, 44.498846, 0], [11.346611, 44.498908, 0], [11.346565, 44.498822, 0]]]}",-,Casa,-,2205,5,http://www.originebologna.com/strade/berlina/nn-2205-2206-2207,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
331,"44.4992729491, 11.3465405025","{""type"": ""Polygon"", ""coordinates"": [[[11.346608, 44.499183, 0], [11.346674, 44.499306, 0], [11.34658, 44.49933, 0], [11.346541, 44.499343, 0], [11.346468, 44.49936, 0], [11.346409, 44.49924, 0], [11.346527, 44.499208, 0], [11.346608, 44.499183, 0]]]}",-,Casa,-,2199,6,http://www.originebologna.com/strade/berlina/nn-2201-2200-2199,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
332,"44.4963991151, 11.3389223533","{""type"": ""Polygon"", ""coordinates"": [[[11.338785, 44.496339, 0], [11.338859, 44.496331, 0], [11.339078, 44.496301, 0], [11.339102, 44.496382, 0], [11.339005, 44.496396, 0], [11.339012, 44.496423, 0], [11.339003, 44.496426, 0], [11.338917, 44.496435, 0], [11.338939, 44.496518, 0], [11.338777, 44.496544, 0], [11.338766, 44.496509, 0], [11.338895, 44.496487, 0], [11.338883, 44.49644, 0], [11.338816, 44.496451, 0], [11.338785, 44.496339, 0]]]}",-,Casa,-,1439,1,http://www.originebologna.com/strade/belvedere-del-borgo-delle-casse/n-1439,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
333,"44.4964209468, 11.3387747976","{""type"": ""Polygon"", ""coordinates"": [[[11.338721, 44.496348, 0], [11.338785, 44.496339, 0], [11.338829, 44.496498, 0], [11.338799, 44.496504, 0], [11.338793, 44.496485, 0], [11.338774, 44.496489, 0], [11.33878, 44.496506, 0], [11.338766, 44.496509, 0], [11.338721, 44.496348, 0]]]}",-,Casa,-,1438,3,http://www.originebologna.com/strade/belvedere-del-borgo-delle-casse/n-1438,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
334,"44.4903854928, 11.3390804573","{""type"": ""Polygon"", ""coordinates"": [[[11.339197, 44.49048, 0], [11.339047, 44.490501, 0], [11.339035, 44.490463, 0], [11.338999, 44.490468, 0], [11.338989, 44.490417, 0], [11.339119, 44.490396, 0], [11.339095, 44.490333, 0], [11.338984, 44.490356, 0], [11.338969, 44.490294, 0], [11.339051, 44.49028, 0], [11.339033, 44.490245, 0], [11.339087, 44.490236, 0], [11.339157, 44.490399, 0], [11.339167, 44.490401, 0], [11.339197, 44.49048, 0]]]}",-,Casa,-,362,3,http://www.originebologna.com/strade/belfiore-di-saragozza/n-362,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
335,"44.4928253384, 11.3523920072","{""type"": ""Polygon"", ""coordinates"": [[[11.352466, 44.492738, 0], [11.352525, 44.492806, 0], [11.352316, 44.492911, 0], [11.352257, 44.492849, 0], [11.352466, 44.492738, 0]]]}",-,Casa,-,-,-,http://www.originebologna.com/strade/begatto/nn-651-652,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
336,"44.4930433459, 11.3532752301","{""type"": ""Polygon"", ""coordinates"": [[[11.353312, 44.49312, 0], [11.353203, 44.493039, 0], [11.35312, 44.493055, 0], [11.353082, 44.492999, 0], [11.353151, 44.492967, 0], [11.353195, 44.49302, 0], [11.353265, 44.492984, 0], [11.353333, 44.493051, 0], [11.353442, 44.493018, 0], [11.353469, 44.49307, 0], [11.353331, 44.493105, 0], [11.353312, 44.49312, 0]]]}",-,Casa,-,679,9,http://www.originebologna.com/strade/begatto/n-679,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
337,"44.495883353, 11.3401580455","{""type"": ""Polygon"", ""coordinates"": [[[11.340082, 44.49598, 0], [11.340081, 44.495915, 0], [11.340149, 44.495912, 0], [11.34015, 44.495884, 0], [11.340081, 44.495886, 0], [11.340076, 44.4958, 0], [11.340235, 44.495806, 0], [11.340228, 44.495967, 0], [11.340099, 44.495967, 0], [11.340099, 44.495978, 0], [11.340082, 44.49598, 0]]]}",Casa Casari,Casa,-,"641, 690",11,http://www.originebologna.com/strade/battisasso/n-641,-,-,1,-,3,-,6,-,-,-,-,-,-,Falegname,-,-,-,-
338,"44.4956038049, 11.3406010397","{""type"": ""Polygon"", ""coordinates"": [[[11.340732, 44.495666, 0], [11.340492, 44.495676, 0], [11.340484, 44.495634, 0], [11.340573, 44.495629, 0], [11.340565, 44.495584, 0], [11.340482, 44.495585, 0], [11.340471, 44.495553, 0], [11.340694, 44.495534, 0], [11.340715, 44.495614, 0], [11.340732, 44.495666, 0]], [[11.340719, 44.495657, 0], [11.340648, 44.495662, 0], [11.340643, 44.495618, 0], [11.340715, 44.495614, 0], [11.340719, 44.495657, 0]]]}",Casa Tacconi,Casa,-,627,12,http://www.originebologna.com/strade/battisasso/n-627,-,-,2,4,-,-,-,-,-,-,-,-,-,Salsamentario,Lanternaro,Lanternaro,Calzolaio,Bottega
339,"44.4937236634, 11.3383086157","{""type"": ""Polygon"", ""coordinates"": [[[11.338269, 44.493693, 0], [11.338443, 44.493665, 0], [11.338463, 44.493719, 0], [11.338111, 44.493787, 0], [11.338103, 44.493759, 0], [11.338277, 44.493726, 0], [11.338269, 44.493693, 0]]]}",Casa Corini,Casa,-,1241,19,http://www.originebologna.com/strade/barbaziana-via/n-1241,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
340,"44.491871329, 11.3378942597","{""type"": ""Polygon"", ""coordinates"": [[[11.337936, 44.492026, 0], [11.337804, 44.491865, 0], [11.337872, 44.491844, 0], [11.337826, 44.491785, 0], [11.337761, 44.491817, 0], [11.337715, 44.491756, 0], [11.337817, 44.491713, 0], [11.337879, 44.491767, 0], [11.337946, 44.491835, 0], [11.338054, 44.491956, 0], [11.337936, 44.492026, 0]]]}",-,Casa,-,398,16,http://www.originebologna.com/strade/barbaria/n-398,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
341,"44.4916385581, 11.3380988238","{""type"": ""Polygon"", ""coordinates"": [[[11.338369, 44.491797, 0], [11.338213, 44.491866, 0], [11.337881, 44.491515, 0], [11.337802, 44.491464, 0], [11.338002, 44.49138, 0], [11.338038, 44.491419, 0], [11.337919, 44.491476, 0], [11.337995, 44.491566, 0], [11.338051, 44.491541, 0], [11.338017, 44.491498, 0], [11.338073, 44.491479, 0], [11.338158, 44.491562, 0], [11.338052, 44.491613, 0], [11.338137, 44.491706, 0], [11.338238, 44.491657, 0], [11.338369, 44.491797, 0]]]}",Casa Nanni,Casa,-,"396,545","14 via Barberia, 2 via del Riccio",http://www.originebologna.com/strade/barbaria/n-396,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
342,"44.4943060931, 11.3398612913","{""type"": ""Polygon"", ""coordinates"": [[[11.339854, 44.494361, 0], [11.339841, 44.494305, 0], [11.339808, 44.494309, 0], [11.339799, 44.49427, 0], [11.339874, 44.494256, 0], [11.339921, 44.494348, 0], [11.339854, 44.494361, 0]]]}",-,Casa,-,1193/2,3,http://www.originebologna.com/strade/banzole-via-delle/n-1261,-,-,2,-,-,-,-,-,-,-,-,-,-,Indoratore,Falegname,-,-,-
343,"44.4897319404, 11.3367468192","{""type"": ""Polygon"", ""coordinates"": [[[11.336857, 44.489734, 0], [11.33672, 44.489762, 0], [11.336689, 44.489768, 0], [11.336684, 44.489755, 0], [11.336629, 44.489762, 0], [11.336618, 44.489737, 0], [11.336845, 44.48969, 0], [11.336857, 44.489734, 0]]]}",-,Casa,-,336,5,http://www.originebologna.com/strade/altaseta/via-altaseta-5-n-335-n-336,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
344,"44.4893403103, 11.3368360332","{""type"": ""Polygon"", ""coordinates"": [[[11.336788, 44.489407, 0], [11.336751, 44.489323, 0], [11.336756, 44.489292, 0], [11.336874, 44.489257, 0], [11.336878, 44.489265, 0], [11.336824, 44.489281, 0], [11.336854, 44.489324, 0], [11.336912, 44.489309, 0], [11.336953, 44.489363, 0], [11.336788, 44.489407, 0]]]}",-,Casa,-,327 su Altaseta,12 su Altaseta,http://www.originebologna.com/strade/altaseta/via-altaseta-12-n-327,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
345,"44.4894416796, 11.336894892","{""type"": ""Polygon"", ""coordinates"": [[[11.336837, 44.489533, 0], [11.336788, 44.489407, 0], [11.336953, 44.489363, 0], [11.33698, 44.489358, 0], [11.336998, 44.489403, 0], [11.337016, 44.489437, 0], [11.336977, 44.489446, 0], [11.336961, 44.489412, 0], [11.336869, 44.489435, 0], [11.336898, 44.489496, 0], [11.336988, 44.489474, 0], [11.337, 44.489497, 0], [11.336837, 44.489533, 0]]]}",-,Casa,-,328,10,http://www.originebologna.com/strade/altaseta/via-altaseta-10-n-328,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
346,"44.4953138734, 11.3451977043","{""type"": ""Polygon"", ""coordinates"": [[[11.345243, 44.495214, 0], [11.345289, 44.495419, 0], [11.345217, 44.495426, 0], [11.345207, 44.495391, 0], [11.345149, 44.495399, 0], [11.34514, 44.49537, 0], [11.345128, 44.495324, 0], [11.345098, 44.495225, 0], [11.345243, 44.495214, 0]]]}",Casa - Nolo cavalli,Casa,-,1636,12,http://www.originebologna.com/strade/altabella/via-altabella-12-n-1636,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
347,"44.4951798538, 11.3445898656","{""type"": ""Polygon"", ""coordinates"": [[[11.344549, 44.495244, 0], [11.344513, 44.495132, 0], [11.344631, 44.495115, 0], [11.344666, 44.495229, 0], [11.344549, 44.495244, 0]]]}",-,Casa,-,1623,15,http://www.originebologna.com/strade/altabella/nn-1621-1622-1623,-,-,2,-,-,-,-,-,-,-,-,-,-,Indoratore,-,-,-,-
348,"44.4950716645, 11.3444917766","{""type"": ""Polygon"", ""coordinates"": [[[11.344549, 44.495244, 0], [11.344496, 44.495249, 0], [11.344478, 44.495189, 0], [11.344404, 44.495198, 0], [11.3444, 44.495184, 0], [11.3444, 44.495174, 0], [11.344466, 44.495167, 0], [11.344463, 44.495145, 0], [11.344393, 44.495156, 0], [11.344387, 44.495142, 0], [11.344429, 44.495126, 0], [11.344386, 44.494992, 0], [11.344614, 44.494944, 0], [11.344625, 44.49499, 0], [11.344586, 44.494995, 0], [11.344608, 44.495041, 0], [11.344492, 44.495059, 0], [11.344513, 44.495132, 0], [11.344549, 44.495244, 0]]]}",Casa di Nicola di Merigo,Casa,-,"1623,1755",15,http://www.originebologna.com/strade/altabella/nn-1621-1622-1623,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
349,"44.4953125656, 11.3454374895","{""type"": ""Polygon"", ""coordinates"": [[[11.345289, 44.495419, 0], [11.345243, 44.495214, 0], [11.345497, 44.49519, 0], [11.345512, 44.495251, 0], [11.345605, 44.495238, 0], [11.34565, 44.4954, 0], [11.345379, 44.495424, 0], [11.345378, 44.495409, 0], [11.345289, 44.495419, 0]]]}",-,Casa,-,N. 1616. C'era una farmacia. N. 1638 sul Vicolo degli Albari. N. 1637 su Altabella.,"14 su Altabella, 10 via Oberdan",http://www.originebologna.com/strade/altabella/n-1637,-,-,1,-,-,-,-,-,-,-,-,-,-,Calzolaio,Deposito strumenti a fiato,-,-,-
350,"44.4953577213, 11.3446424493","{""type"": ""Polygon"", ""coordinates"": [[[11.34467, 44.495282, 0], [11.344733, 44.495435, 0], [11.344706, 44.49544, 0], [11.344694, 44.495408, 0], [11.344616, 44.495419, 0], [11.344631, 44.495453, 0], [11.344618, 44.495454, 0], [11.344559, 44.495298, 0], [11.34467, 44.495282, 0]]]}",Casa residenza dell'arte dei Fabbri,Casa,-,1633,-,http://www.originebologna.com/strade/altabella/n-1633,-,-,2,-,-,-,-,-,-,-,-,-,-,Falegname,-,-,-,-
351,"44.4962122708, 11.3448656866","{""type"": ""Polygon"", ""coordinates"": [[[11.344736, 44.496139, 0], [11.344948, 44.496111, 0], [11.344962, 44.496301, 0], [11.344791, 44.496313, 0], [11.344779, 44.496276, 0], [11.344771, 44.49624, 0], [11.344846, 44.496226, 0], [11.344839, 44.496189, 0], [11.34475, 44.496196, 0], [11.344736, 44.496139, 0]]]}","Casa prima Fava, poi Salaroli, poi Fava ancora, infine, nel 1715, dell'Ospedale della Morte.",Casa,-,1688,6,http://www.originebologna.com/strade/albiroli/n-1688,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
352,"44.4971599681, 11.3450849884","{""type"": ""Polygon"", ""coordinates"": [[[11.345031, 44.497193, 0], [11.344994, 44.497202, 0], [11.344974, 44.497134, 0], [11.345165, 44.497098, 0], [11.345184, 44.497194, 0], [11.345037, 44.49722, 0], [11.345031, 44.497193, 0]]]}",Casa Boncompagni,Casa,-,1683,16,http://www.originebologna.com/strade/albiroli/n-1683,-,-,-,-,-,-,-,-,-,-,-,-,-,Vendita fasci,-,-,-,-
353,"44.4951968123, 11.3423549766","{""type"": ""Polygon"", ""coordinates"": [[[11.342448, 44.495198, 0], [11.342403, 44.495203, 0], [11.342354, 44.495213, 0], [11.342373, 44.495273, 0], [11.342315, 44.495281, 0], [11.342309, 44.495247, 0], [11.342292, 44.49525, 0], [11.342267, 44.495193, 0], [11.342322, 44.495184, 0], [11.342308, 44.495147, 0], [11.342424, 44.495129, 0], [11.342448, 44.495198, 0]]]}",-,Casa,-,-,-,http://www.originebologna.com/torri/cazzanemici-dell-orso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
